order_id,order_date,customer_email,customer_name,product_id,product_name,category,quantity,unit_price,total_amount,discount,shipping_cost,order_status,payment_method,shipping_address,country,currency
WEB01916,09/29/2023,Wesley.smith@yahoo.com,Wesley Smith,PROD047,Dumbbell Set Adjustable,Sports,3,61.58,194.6,0.0,9.86,Canceled,PayPal,080 Nicholas Parks Apt. 249,United States,USD
WEB12501,2023/11/03,michael.turner@hotmail.com,Michael Turner,PROD046,Yoga Mat Extra Thick,Sports,1,39.31,46.17,0.0,6.86,Shipped,Debit Card,59211 Jessica Mountains,United Kingdom,GBP
WEB29372,2023-11-09,ryan.pace@hotmail.com,Ryan Pace,prod-042,Table Lamp Modern,Home & Kitchen,3,81.67,258.53,0.0,13.52,Completed,Apple Pay,8868 Kyle Viaduct Suite 059,United States,USD
WEB00988,15-Jan-2023,melissa.long@gmail.com,Melissa Long,PROD057,Soccer Ball Professional,Sports,1,60.18,71.52,0.0,11.34,Shipped,Debit Card,2255 Griffin Hollow,United States,USD
WEB17730,08-Aug-2023,jenna.pena@yahoo.com,Jenna Pena,prod-011,Phone Screen Protector,Electronics,3,24.63,84.65,0.0,10.76,Delivered,PayPal,7207 Brittany Fork,United States,USD
WEB30261,04/28/2023,Martin.jones@gmail.com,Martin Jones,prod-020,Running Shoes Athletic,Fashion,2,117.83,242.03,0.0,6.37,RETURNED,Debit Card,06370 Wilson Mills Apt. 708,United States,USD
WEB11983,2024-09-03,theresafrancis@hotmail.com,Theresa Francis,prod-005,Wireless Mouse,Electronics,1,15.56,24.94,0.0,9.38,SUCCESS,Apple Pay,1669 Miller Mountain Suite 972,United States,USD
WEB28353,15-Feb-2024,dustinholloway@hotmail.com,Dustin Holloway,PROD079,Body Lotion Moisturizing,Beauty,2,31.95,76.44,0.0,12.54,Canceled,Credit Card,332 Matthew Hills,United States,USD
WEB01519,28-Feb-2024,RYAN.REED@YAHOO.COM,Ryan Reed,prod-024,Leather Belt Classic,Fashion,1,49.07,62.55,0.0,13.48,SHIPPED,Debit Card,1493 Anthony Street Suite 903,France,EUR
WEB22691,13-Apr-2024,Paul.chandler@hotmail.com,Paul Chandler,prod-036,Kitchen Knife Set 15-Piece,Home & Kitchen,1,93.95,104.16,0.0,10.21,Dispatched,Google Pay,17805 Kristin Circles Apt. 337,Germany,EUR
WEB24255,2023/10/19,meghanking@hotmail.com,Meghan King,PROD-078,Nail Polish Set 10 Colors,Beauty,3,23.83,80.17,0.0,8.68,Completed,PayPal,69617 Yoder Isle Suite 302,United States,USD
WEB24554,07.12.2023,Tara.lopez@yahoo.com,Tara Lopez,prod-003,USB-C Fast Charger,Electronics,1,17.34,29.67,1.32,13.65,Complete,Credit Card,4174 Matthew Loop,United States,USD
WEB03104,26-Jun-2024,THOMAS.CLINE@HOTMAIL.COM,Thomas Cline,PROD-064,Self-Help Motivation Book,Books,2,28.86,71.28,0.0,13.56,Completed,Debit Card,4492 Guerrero Unions,Germany,EUR
WEB02920,17.05.2023,adrianawalker@yahoo.com,Adriana Walker,PROD019,Leather Wallet Bifold,Fashion,3,59.89,185.29,0.0,5.62,Delivered,Apple Pay,5365 Leslie Lodge,United States,USD
WEB27645,02/01/2023,kayla.rogers@hotmail.com,Kayla Rogers,PROD073,Electric Toothbrush,Beauty,4,75.03,285.14,22.27,7.29,DELIVERED,Apple Pay,7434 Williams Terrace,United States,USD
WEB10199,04/01/2023,Amber.vasquez@gmail.com,Amber Vasquez,PROD072,Hair Dryer Ionic,Beauty,2,56.4,118.2,8.76,14.16,Complete,PayPal,,Germany,EUR
WEB13166,08.05.2023,allisonparker@hotmail.com,Allison Parker,prod-071,Skincare Set Anti-Aging,Beauty,3,56.36,163.99,18.86,13.77,Shipped,Apple Pay,61846 Kari Crossroad Apt. 215,United States,USD
WEB26003,04.12.2024,JOHN.ROBERTSON@HOTMAIL.COM,John Robertson,PROD070,Science Fiction Trilogy,Books,1,73.04,78.96,0.0,5.92,Dispatched,Credit Card,80110 Miguel Lodge Suite 046,Germany,EUR
WEB33211,18.04.2023,beckyjohnson@yahoo.com,Becky Johnson,PROD-058,Tennis Racket Beginner,Sports,2,110.41,226.98,0.0,6.16,delivered,Apple Pay,6806 Julie Harbors,United States,USD
WEB03903,26.09.2024,jessicahenderson@yahoo.com,Jessica Henderson,prod-014,Laptop Stand Aluminum,Electronics,2,46.56,98.76,7.16,12.8,Shipped,Debit Card,388 Steven Ports Suite 310,United States,USD
WEB22657,2024-12-10,Benjamin.hernandez@hotmail.com,Benjamin Hernandez,PROD-003,USB-C Fast Charger,Electronics,3,17.53,54.96,9.75,12.12,Shipped,Debit Card,41683 Wilson Corners,United States,USD
WEB04784,09-Mar-2023,Gregory.miller@yahoo.com,Gregory Miller,PROD-032,Coffee Maker 12-Cup,Home & Kitchen,3,42.51,140.07,0.0,12.54,Cancelled,Apple Pay,9185 Burton Route Suite 821,United States,USD
WEB06904,2023-09-11,KELSEY.WRIGHT@YAHOO.COM,Kelsey Wright,PROD-040,Towel Set 8-Piece,Home & Kitchen,1,31.48,34.22,4.61,7.35,returned,Debit Card,1206 Michael Bridge Apt. 575,United States,USD
WEB23292,21-Mar-2024,terriwang@yahoo.com,Terri Wang,PROD004,Laptop Sleeve 15 inch,Electronics,1,27.7,37.15,0.0,9.45,CANCELLED,PayPal,910 Mercedes Pass,Germany,EUR
WEB26528,2023-01-30,JENNIFER.WALKER@HOTMAIL.COM,Jennifer Walker,P007,Webcam HD 1080p,Electronics,2,43.58,100.09,0.02,12.95,Canceled,Apple Pay,966 Brent Ridges Apt. 291,United Kingdom,GBP
WEB22964,2023/02/03,jennifer.ellis@gmail.com,Jennifer Ellis,PROD-077,Facial Cleanser Set,Beauty,1,20.28,29.37,3.52,12.61,SUCCESS,Credit Card,974 Garcia Dam Apt. 737,United States,USD
WEB09222,2024/11/27,joshuawalker@hotmail.com,Joshua Walker,PROD-020,Running Shoes Athletic,Fashion,1,86.67,101.57,0.0,14.9,canceled,Credit Card,4413 Haynes Lakes,United States,USD
WEB14408,2024/06/26,tammy.hernandez@hotmail.com,Tammy Hernandez,PROD058,Tennis Racket Beginner,Sports,4,95.87,381.5,10.89,8.91,Completed,Apple Pay,6500 Charles Shore,Germany,EUR
WEB20136,15-Sep-2024,Eric.snyder@hotmail.com,Eric Snyder,PROD-032,Coffee Maker 12-Cup,Home & Kitchen,1,35.23,48.69,0.0,13.46,Pending,PayPal,0095 Jessica Roads Suite 105,United Kingdom,GBP
WEB00353,07/12/2024,laura.swanson@gmail.com,Laura Swanson,PROD058,Tennis Racket Beginner,Sports,1,92.53,95.74,11.59,14.8,Completed,Apple Pay,92831 Carrie Landing,United States,USD
WEB21449,08-Jul-2023,brianmccoy@gmail.com,Brian Mccoy,P034,Bedding Set Queen Size,Home & Kitchen,3,100.91,287.41,29.96,14.64,Shipped,Google Pay,292 Lewis Fords Suite 912,United States,
WEB00758,2024-08-24,Daniel.poole@hotmail.com,Daniel Poole,prod-046,Yoga Mat Extra Thick,Sports,4,41.95,181.82,0.0,14.02,Canceled,PayPal,966 Mcdaniel Ports,United States,USD
WEB16490,25.01.2023,NICOLE.MEYER@YAHOO.COM,,prod-003,USB-C Fast Charger,Electronics,2,19.41,49.5,0.0,10.68,Shipped,Google Pay,693 Davies Parks,United Kingdom,GBP
WEB29880,04.12.2024,edward.jones@yahoo.com,Edward Jones,prod-079,Body Lotion Moisturizing,Beauty,1,15.88,29.88,0.0,14.0,Completed,Credit Card,3886 Cruz Points,United States,USD
WEB14411,2024/06/24,Ricky.baker@hotmail.com,Ricky Baker,P031,Stainless Steel Water Bottle,Home & Kitchen,2,35.34,73.83,11.07,14.22,Completed,Debit Card,327 Fernandez Parkways Apt. 271,United Kingdom,GBP
WEB07241,19-Jan-2024,jennifer.prince@hotmail.com,Jennifer Prince,PROD-013,Wireless Earbuds Pro,Electronics,5,180.9,911.77,0.0,7.27,Pending,Apple Pay,90516 Jeanette Keys,United States,USD
WEB29934,02/06/2023,Jose.vaughn@gmail.com,Jose Vaughn,PROD-056,Basketball Official Size,Sports,1,36.22,46.15,3.1,13.03,CANCELLED,Google Pay,1919 Williams Park Suite 052,United States,USD
WEB10602,2023-05-09,Susan.brock@hotmail.com,Susan Brock,PROD065,Cookbook Healthy Recipes,Books,1,30.3,38.67,0.0,8.37,PENDING,Credit Card,588 Rebecca Parkways,Germany,EUR
WEB17446,2023-02-02,CHERYL.HEATH@GMAIL.COM,Cheryl Heath,P038,Air Fryer 5-Quart,Home & Kitchen,1,154.47,165.28,3.38,14.19,Completed,Google Pay,1029 Allen Freeway,United Kingdom,GBP
WEB12544,2023-07-25,SHARON.ROGERS@GMAIL.COM,Sharon Rogers,prod-039,Blender High-Speed,Home & Kitchen,1,43.1,54.54,0.0,11.44,Cancelled,PayPal,63262 Troy Hills Apt. 043,United States,USD
WEB08867,02/22/2023,anthony.weaver@yahoo.com,Anthony Weaver,P076,Shampoo Sulfate-Free,Beauty,5,25.83,120.39,16.74,7.98,Cancelled,Credit Card,14280 Wade Mission Suite 934,United States,USD
WEB18063,2023-12-17,georgemaldonado@gmail.com,George Maldonado,prod-023,Baseball Cap Adjustable,Fashion,1,29.96,38.01,0.0,8.05,Pending,PayPal,6145 David Pine Apt. 696,United Kingdom,GBP
WEB15483,2023/07/20,STUART.BECK@YAHOO.COM,Stuart Beck,PROD054,Fitness Tracker Band,Sports,1,64.92,73.79,1.63,10.5,Shipped,Credit Card,3888 Michael Club Apt. 768,United Kingdom,GBP
WEB24124,05/23/2024,KEVIN.WALLACE@YAHOO.COM,Kevin Wallace,PROD-057,Soccer Ball Professional,Sports,3,60.41,193.82,0.0,12.59,Completed,PayPal,7018 Chavez Forks Suite 952,United States,usd
WEB30348,15-Aug-2024,THOMAS.WHEELER@GMAIL.COM,Thomas Wheeler,PROD018,Denim Jeans Slim Fit,Fashion,1,70.9,66.52,13.03,8.65,returned,Debit Card,06778 Finley Canyon Suite 354,United States,USD
WEB31152,08/02/2023,Andrea.schmidt@yahoo.com,Andrea Schmidt,prod-009,Smart Watch Fitness Tracker,Electronics,1,146.65,146.38,14.93,14.66,Dispatched,Debit Card,17345 David Court Suite 151,United States,USD
WEB03618,10-Aug-2023,FRANK.PARKER@HOTMAIL.COM,Frank Parker,P036,Kitchen Knife Set 15-Piece,Home & Kitchen,2,100.7,211.62,0.0,10.22,Shipped,Credit Card,93738 John Trafficway,United States,USD
WEB23599,2024-11-13,Anthony.dunlap@gmail.com,Anthony Dunlap,P072,Hair Dryer Ionic,Beauty,1,69.92,83.95,0.0,14.03,Dispatched,Apple Pay,683 Robinson Mount Suite 048,United States,USD
WEB19774,2023/04/12,wendy.sanders@yahoo.com,Wendy Sanders,prod-061,Python Programming for Beginners,Books,2,39.2,86.85,0.0,8.45,PENDING,Google Pay,9041 Jessica Cliff,United Kingdom,GBP
WEB20785,10/30/2024,joshuaalexander@yahoo.com,Joshua Alexander,PROD-057,Soccer Ball Professional,Sports,3,54.46,157.72,17.42,11.76,In Progress,Google Pay,79174 William Court,United Kingdom,GBP
WEB26116,04-Aug-2023,Lauren.peterson@hotmail.com,Lauren Peterson,prod-008,Portable Power Bank 20000mAh,Electronics,1,27.51,37.95,0.0,10.44,Success,Google Pay,956 Isaac Alley Apt. 964,United States,USD
WEB08428,09-Sep-2024,James.murphy@yahoo.com,James Murphy,prod-080,Massage Oil Set,Beauty,4,40.3,165.45,5.65,9.9,CANCELLED,Debit Card,170 Cox Cape,United States,USD
WEB08452,2024/12/19,kimberly.lopez@yahoo.com,Kimberly Lopez,prod-008,Portable Power Bank 20000mAh,Electronics,2,51.23,113.23,0.0,10.77,PENDING,Google Pay,232 Tonya Cove Suite 636,United States,usd
WEB14189,2024-08-06,Mark.owens@yahoo.com,Mark Owens,prod-063,Fiction Novel Bestseller,Books,1,21.47,26.03,4.23,8.79,Cancelled,Debit Card,04049 Miller Station,United States,USD
WEB30325,2024-01-15,ruth.smith@gmail.com,Ruth Smith,P043,Area Rug 5x7,Home & Kitchen,3,146.34,394.75,56.57,12.3,Cancelled,PayPal,32557 Corey Motorway Apt. 582,United States,USD
WEB27990,05/06/2024,kenneth.roberts@yahoo.com,Kenneth Roberts,PROD-014,Laptop Stand Aluminum,Electronics,1,63.12,72.62,2.45,11.95,canceled,Credit Card,96165 Linda Haven,United Kingdom,GBP
WEB08495,09/19/2023,kent.clark@hotmail.com,Kent Clark,P049,Jump Rope Speed,Sports,2,19.81,53.26,0.0,13.64,Cancelled,PayPal,5714 Pena Isle,United States,USD
WEB15112,16-Mar-2024,LAURA.CAMPBELL@HOTMAIL.COM,Laura Campbell,P011,Phone Screen Protector,Electronics,1,23.04,33.62,0.0,10.58,CANCELLED,PayPal,3704 Cory Expressway,United States,USD
WEB15268,2023/05/01,katie.baird@hotmail.com,Katie Baird,prod-065,Cookbook Healthy Recipes,Books,1,23.6,26.47,4.66,7.53,CANCELLED,Debit Card,0849 Short Manors,United States,USD
WEB18599,21-Jan-2023,Michael.hopkins@hotmail.com,Michael Hopkins,PROD-013,Wireless Earbuds Pro,Electronics,3,172.61,523.86,0.0,6.03,Shipped,Apple Pay,4131 Herrera Parkways,United States,USD
WEB02885,2024/08/21,ANTHONY.WILLIAMS@GMAIL.COM,Anthony Williams,PROD013,Wireless Earbuds Pro,Electronics,1,195.76,205.89,0.0,10.13,Completed,Credit Card,2673 Elizabeth Wells,United States,USD
WEB05737,10/07/2024,william.boone@hotmail.com,William Boone,prod-063,Fiction Novel Bestseller,Books,2,12.88,35.53,0.0,9.77,Shipped,Apple Pay,88354 Christina Expressway,France,EUR
WEB24477,24.05.2024,ericgonzalez@yahoo.com,Eric Gonzalez,PROD009,Smart Watch Fitness Tracker,Electronics,1,107.84,120.18,0.0,12.34,Completed,Apple Pay,,France,EUR
WEB16868,01/29/2023,KENNETH.RIDDLE@HOTMAIL.COM,Kenneth Riddle,PROD-074,Makeup Brush Set 12-Piece,Beauty,2,24.06,60.48,0.0,12.36,Pending,Google Pay,5602 Price Islands Suite 574,United States,USD
WEB25035,2024/01/04,MARY.GUTIERREZ@GMAIL.COM,Mary Gutierrez,P038,Air Fryer 5-Quart,Home & Kitchen,2,60.91,133.8,0.0,11.98,shipped,Apple Pay,9455 Timothy Trail,United States,usd
WEB02671,2023/02/09,BETH.WRIGHT@YAHOO.COM,Beth Wright,P075,Perfume Eau de Parfum,Beauty,3,156.31,400.31,73.89,5.27,pending,Debit Card,6011 Anita Wells Apt. 990,United Kingdom,
WEB04819,2024/11/25,STEVEN.SOTO@HOTMAIL.COM,Steven Soto,prod-034,Bedding Set Queen Size,Home & Kitchen,1,57.12,63.37,0.0,6.25,Success,Apple Pay,907 Harrington Drive,Germany,EUR
WEB22379,12.05.2024,andreapatel@hotmail.com,Andrea Patel,prod-049,Jump Rope Speed,Sports,3,11.68,41.72,1.76,8.44,Shipped,Credit Card,,United States,USD
WEB20999,07.10.2023,lisajones@yahoo.com,Lisa Jones,P063,Fiction Novel Bestseller,Books,3,23.74,63.76,12.92,5.46,Shipped,Credit Card,90049 Anthony Valley,United States,USD
WEB22334,2023/02/26,elizabeth.young@hotmail.com,Elizabeth Young,P014,Laptop Stand Aluminum,Electronics,2,45.85,106.65,0.0,14.95,Pending,PayPal,472 Scott Avenue Apt. 763,United Kingdom,GBP
WEB24459,2023/07/20,Keith.franco@gmail.com,Keith Franco,P064,Self-Help Motivation Book,Books,1,33.32,38.94,0.0,5.62,Cancelled,Debit Card,24808 Hardy Avenue,United States,USD
WEB09975,2024/05/17,isaiahfischer@gmail.com,Isaiah Fischer,PROD011,Phone Screen Protector,Electronics,1,9.8,21.74,0.7,12.64,shipped,Debit Card,45409 Zachary Islands Suite 428,United States,USD
WEB18634,10.05.2024,WILLIAM.PATEL@HOTMAIL.COM,William Patel,prod-050,Camping Tent 4-Person,Sports,3,97.43,303.44,0.0,11.15,Cancelled,Debit Card,58287 Amy Mountain Apt. 722,United States,USD
WEB14683,15-Nov-2023,john.robinson@gmail.com,John Robinson,PROD077,Facial Cleanser Set,Beauty,1,35.73,47.9,0.0,12.17,RETURNED,Credit Card,46337 Carroll Loop Suite 384,United States,USD
WEB00279,16-Aug-2023,williammartin@gmail.com,William Martin,PROD026,Sneakers Casual,Fashion,5,117.11,593.12,0.0,7.57,CANCELLED,Apple Pay,568 Hess Falls Apt. 905,Germany,EUR
WEB27871,2023/01/21,Barry.kelly@gmail.com,Barry Kelly,P052,Hiking Backpack 50L,Sports,1,149.23,155.25,1.97,7.99,SUCCESS,Google Pay,012 Brent Park,United Kingdom,GBP
WEB28974,15-Feb-2023,peter.thomas@yahoo.com,Peter Thomas,PROD-021,Winter Jacket Insulated,Fashion,3,189.59,578.47,0.0,9.7,Shipped,Google Pay,5901 Gibson Trafficway,United States,usd
WEB09189,2023/11/28,MAUREEN.MUNOZ@HOTMAIL.COM,Maureen Munoz,PROD019,Leather Wallet Bifold,Fashion,2,77.84,136.04,28.59,8.95,Delivered,Apple Pay,309 Rodney Junction Suite 128,United States,USD
WEB23014,21-Aug-2023,TODD.ROGERS@YAHOO.COM,Todd Rogers,PROD065,Cookbook Healthy Recipes,Books,1,30.54,44.3,0.0,13.76,CANCELLED,Google Pay,68575 Williams Light Suite 303,United States,USD
WEB32104,2023/04/17,patricknewton@yahoo.com,Patrick Newton,PROD-048,Resistance Bands Set,Sports,1,16.91,25.94,0.0,9.03,Pending,Debit Card,313 Eric Pass Apt. 384,United States,USD
WEB14131,2023-01-12,Anne.schultz@yahoo.com,Anne Schultz,PROD048,Resistance Bands Set,Sports,3,33.82,99.83,8.7,7.07,PENDING,Apple Pay,483 Robinson Garden,United States,usd
WEB08411,2023-10-30,ALAN.ODONNELL@GMAIL.COM,Alan Odonnell,prod-077,Facial Cleanser Set,Beauty,1,19.68,25.7,0.0,6.02,Completed,Debit Card,567 Jody Streets Apt. 095,United States,USD
WEB21374,05/31/2024,Brandon.cox@gmail.com,,PROD-073,Electric Toothbrush,Beauty,2,48.11,103.72,0.0,7.5,Complete,Debit Card,71722 John Alley Apt. 931,United Kingdom,GBP
WEB09539,2024-07-01,emma.wilson@gmail.com,Emma Wilson,prod-047,Dumbbell Set Adjustable,Sports,3,187.32,467.66,103.63,9.33,shipped,Apple Pay,879 Williamson Hills,Germany,EUR
WEB13350,05/09/2023,jennifercruz@gmail.com,Jennifer Cruz,PROD042,Table Lamp Modern,Home & Kitchen,1,67.38,75.89,0.0,8.51,Dispatched,Apple Pay,5347 Catherine Center Suite 734,United Kingdom,gbp
WEB14220,18-Jan-2023,CHRISTINA.JACKSON@GMAIL.COM,Christina Jackson,P058,Tennis Racket Beginner,Sports,2,102.64,217.01,0.0,11.73,CANCELLED,PayPal,870 Susan Valleys Suite 367,United States,USD
WEB20850,19-Dec-2024,jonathanskinner@gmail.com,Jonathan Skinner,P075,Perfume Eau de Parfum,Beauty,5,147.4,751.99,0.0,14.99,Canceled,Credit Card,3154 Sanchez Dale Apt. 502,United States,USD
WEB23195,21-Apr-2023,angelarandall@gmail.com,Angela Randall,PROD068,Children's Book Set,Books,1,39.87,46.41,0.0,6.54,PENDING,Google Pay,3030 Fuller Fork,United Kingdom,GBP
WEB06367,13.11.2023,gary.perez@hotmail.com,Gary Perez,PROD012,HDMI Cable 6ft,Electronics,1,23.07,34.13,0.0,11.06,Delivered,Credit Card,591 Christine Tunnel Suite 098,United States,USD
WEB25011,02/08/2023,Christine.duncan@yahoo.com,Christine Duncan,prod-023,Baseball Cap Adjustable,Fashion,1,25.67,31.43,0.0,5.76,completed,PayPal,7221 Mason Walks Apt. 182,United States,USD
WEB15738,2024/04/01,jessewhite@yahoo.com,Jesse White,P018,Denim Jeans Slim Fit,Fashion,2,45.31,97.31,0.0,6.69,Shipped,PayPal,394 Ann Drives Apt. 255,United States,USD
WEB33617,2023/05/16,vincent.evans@yahoo.com,Vincent Evans,prod-018,Denim Jeans Slim Fit,Fashion,1,75.56,90.28,0.0,14.72,PENDING,Google Pay,993 Robert Square Suite 125,United States,
WEB12877,12/27/2023,maxmonroe@hotmail.com,Max Monroe,PROD-019,Leather Wallet Bifold,Fashion,1,64.98,77.83,0.0,12.85,PENDING,Google Pay,41954 Smith Ferry Apt. 252,United States,USD
WEB05843,2024/05/20,amber.yates@yahoo.com,Amber Yates,P023,Baseball Cap Adjustable,Fashion,1,28.48,37.66,0.0,9.18,Delivered,Credit Card,21157 Mary Inlet,France,EUR
WEB16769,11/09/2023,Rita.miller@hotmail.com,Rita Miller,PROD014,Laptop Stand Aluminum,Electronics,2,51.68,116.8,0.0,13.44,In Progress,Google Pay,45776 Smith Port Suite 983,United States,USD
WEB18472,2023/02/13,michaeljones@hotmail.com,Michael Jones,P023,Baseball Cap Adjustable,Fashion,1,21.21,27.67,4.06,10.52,Shipped,PayPal,78589 Austin Tunnel,France,EUR
WEB28134,13.09.2024,DAVID.RODRIGUEZ@HOTMAIL.COM,David Rodriguez,prod-061,Python Programming for Beginners,Books,1,24.67,33.73,3.65,12.71,Shipped,Credit Card,8185 Tucker Bridge Suite 805,United States,USD
WEB31081,05/24/2024,Melody.meyer@yahoo.com,Melody Meyer,prod-054,Fitness Tracker Band,Sports,2,78.28,167.3,0.0,10.74,Shipped,Credit Card,633 Allen Wells Apt. 610,United States,USD
WEB29487,2024-07-27,ROBERT.COLEMAN@GMAIL.COM,Robert Coleman,PROD-026,Sneakers Casual,Fashion,3,46.9,148.37,0.0,7.67,Canceled,PayPal,822 Richardson Dam Apt. 625,United States,USD
WEB21683,2023-11-23,lisa.gutierrez@hotmail.com,Lisa Gutierrez,prod-009,Smart Watch Fitness Tracker,Electronics,1,342.85,354.32,0.0,11.47,Delivered,Debit Card,,United States,USD
WEB20961,2023/11/29,Gloria.carter@gmail.com,Gloria Carter,prod-023,Baseball Cap Adjustable,Fashion,1,14.98,26.35,0.09,11.46,Cancelled,Debit Card,91004 Foster Island,Germany,EUR
WEB05276,14.06.2024,jenniferfloyd@hotmail.com,Jennifer Floyd,P036,Kitchen Knife Set 15-Piece,Home & Kitchen,1,67.07,69.93,10.54,13.4,Completed,Google Pay,724 Raymond Fields Apt. 796,United States,USD
WEB12145,21.04.2024,james.wright@hotmail.com,James Wright,PROD065,Cookbook Healthy Recipes,Books,2,29.8,62.01,7.6,10.01,Shipped,Debit Card,343 Villegas Plain,United States,usd
WEB22083,2024-01-16,victoria.simmons@yahoo.com,Victoria Simmons,PROD-010,Bluetooth Speaker Waterproof,Electronics,2,103.14,216.4,0.0,10.12,CANCELLED,Credit Card,01152 Clayton Circles,United States,
WEB05250,2024-01-21,Lawrence.moore@hotmail.com,Lawrence Moore,P077,Facial Cleanser Set,Beauty,1,20.28,27.67,0.0,7.39,Completed,PayPal,8100 Pamela Radial,United States,USD
WEB23469,11/15/2023,CANDICE.CARR@HOTMAIL.COM,Candice Carr,PROD043,Area Rug 5x7,Home & Kitchen,5,100.41,509.25,0.0,7.2,Completed,Google Pay,70267 Jones Spur Suite 884,France,EUR
WEB16080,2024-04-23,norma.christensen@hotmail.com,,P041,Storage Bins Set of 6,Home & Kitchen,2,20.47,48.36,4.95,12.37,Delivered,Google Pay,115 Deborah Circle Apt. 217,United States,
WEB17936,2023-10-19,billymiller@yahoo.com,Billy Miller,prod-075,Perfume Eau de Parfum,Beauty,1,43.8,52.13,0.0,8.33,Shipped,Google Pay,,United States,USD
WEB12959,05/02/2024,brendagreen@yahoo.com,Brenda Green,PROD077,Facial Cleanser Set,Beauty,4,48.88,200.77,1.86,7.11,Cancelled,Google Pay,010 Caitlyn Lodge Apt. 318,United Kingdom,GBP
WEB07501,09.07.2023,mark.blake@yahoo.com,Mark Blake,P049,Jump Rope Speed,Sports,1,15.1,20.64,0.0,5.54,Pending,Apple Pay,596 Gomez Ford,United States,USD
WEB05932,2023-09-28,alansantos@yahoo.com,Alan Santos,prod-037,Vacuum Cleaner Cordless,Home & Kitchen,4,183.77,594.68,146.97,6.57,COMPLETED,Apple Pay,23049 Williams Run Suite 977,United Kingdom,GBP
WEB22704,2023/05/22,andrewanderson@hotmail.com,Andrew Anderson,PROD048,Resistance Bands Set,Sports,1,22.79,37.72,0.0,14.93,Pending,Google Pay,4555 Justin Divide Suite 431,France,EUR
WEB05386,12/02/2024,victoriasimmons@gmail.com,Victoria Simmons,PROD-048,Resistance Bands Set,Sports,1,27.85,36.39,0.0,8.54,Dispatched,Apple Pay,86220 Kelli Streets Apt. 400,United States,USD
WEB17740,09-Nov-2023,RICHARD.MOONEY@GMAIL.COM,Richard Mooney,prod-018,Denim Jeans Slim Fit,Fashion,1,88.75,97.13,0.0,8.38,Pending,Apple Pay,103 Angela Isle Apt. 124,United States,USD
WEB24696,2023-01-01,TRAVIS.RAY@HOTMAIL.COM,Travis Ray,prod-048,Resistance Bands Set,Sports,2,19.9,50.58,0.0,10.78,SUCCESS,Apple Pay,337 Payne Plains,United Kingdom,GBP
WEB02114,2023/06/18,robin.hancock@gmail.com,Robin Hancock,PROD-055,Foam Roller Muscle,Sports,1,17.89,29.69,2.92,14.72,Delivered,Credit Card,6108 Flores Port,United States,
WEB22523,2024/11/02,stephen.lopez@yahoo.com,Stephen Lopez,PROD-030,Watch Analog Classic,Fashion,2,169.65,352.5,0.0,13.2,Dispatched,Credit Card,505 Medina Hill Apt. 280,United States,USD
WEB18061,31.03.2024,Walter.duncan@gmail.com,Walter Duncan,PROD-060,Gym Bag Duffel,Sports,2,25.21,64.55,0.76,14.89,Returned,Apple Pay,593 Reeves Points,United States,USD
WEB33449,15-Sep-2024,Justin.dominguez@hotmail.com,Justin Dominguez,PROD-077,Facial Cleanser Set,Beauty,1,41.93,53.84,0.0,11.91,Shipped,Debit Card,886 Benjamin Wells,United States,usd
WEB08693,16-Dec-2024,BRANDON.FERNANDEZ@YAHOO.COM,Brandon Fernandez,P021,Winter Jacket Insulated,Fashion,1,142.07,151.5,0.0,9.43,Cancelled,PayPal,57386 Thompson Port,United States,USD
WEB30974,2023/11/23,tammystevens@hotmail.com,Tammy Stevens,PROD030,Watch Analog Classic,Fashion,1,154.22,161.42,0.0,7.2,Shipped,Debit Card,8143 Stephanie River,United States,usd
WEB12755,21-Aug-2024,Michael.herman@yahoo.com,Michael Herman,PROD046,Yoga Mat Extra Thick,Sports,2,26.88,62.23,0.0,8.47,Shipped,Debit Card,604 Stevenson Knoll Suite 705,United States,USD
WEB02496,16-Dec-2024,Frederick.adams@hotmail.com,Frederick Adams,prod-078,Nail Polish Set 10 Colors,Beauty,1,39.21,52.61,0.0,13.4,Delivered,Google Pay,3311 Ramirez Plain Suite 105,United States,USD
WEB01443,2023-01-30,diana.carter@hotmail.com,Diana Carter,prod-015,USB Hub 7-Port,Electronics,2,22.5,55.49,0.0,10.49,Completed,Credit Card,794 Raymond Spring,United States,USD
WEB18826,09/23/2024,bruce.jones@gmail.com,Bruce Jones,P050,Camping Tent 4-Person,Sports,1,250.76,256.19,0.0,5.43,In Progress,Credit Card,4896 Mueller Loop Apt. 741,Germany,EUR
WEB04678,2024-06-22,LORI.COOLEY@YAHOO.COM,Lori Cooley,P063,Fiction Novel Bestseller,Books,1,12.04,19.14,0.0,7.1,PENDING,PayPal,013 Jamie Field Apt. 534,United Kingdom,GBP
WEB33364,05/12/2023,Martin.walker@gmail.com,,P044,Wall Clock Digital,Home & Kitchen,3,-16.17,-35.33,0.0,13.18,RETURNED,PayPal,230 Melissa Via,United States,USD
WEB19179,2023/09/21,jennifer.ramos@hotmail.com,,P069,Business Strategy Guide,Books,1,27.62,38.44,0.0,10.82,COMPLETED,PayPal,6441 Herrera Parkway,United Kingdom,GBP
